Cancelled,Loan_Num,Accepted_Date,Default_Charge,Late_Charge,NSF_Charge,Premium,Down,AmtFin,FinChg,APR,Term,Mature_Date,Payments_Rcvd,Agent_ID,Borrower_ID,Borrower_State,Borrower_Zip,Agent_State,Exposure,Borrower_Category,Borrower_CreditScore,Borrower_EnrolledInEForms,Agent_RegisteredOnWeb,Agent_EnrolledInEForms,Agent_IntentEForm,Agent_CancelEForm,Agent_ReinstateEForm,Agent_PendingPolicyRequestEForm,Agent_ACHPaymentLetterEForm,Agent_RegisteredForCancelListReport,Agent_RegisteredForEimpendingReport,Agent_RecurringACHForm,Agent_EnrolledInCreditProgram,Agent_DownPaymentViaCC,Agent_DownPaymentViaACH,Borrower_RegisteredOnWeb,Borrower_DateRegisteredForWeb,Borrower_RegisteredForEForms,Borrower_DateRegisteredForEForms,Borrower_RegisteredForCancellationWarning,Borrower_DATERegisteredForCancellationWarning,Borrower_Classification,Borrower_SubTerm,Risk_Score,NoticeOfIntentToCancelDate,BankruptcyFlag,RecurringACH_TF
0,D9064B01-BC2A-4AC2-8C63-4F79470C98CA,2/13/2017,0,21.87,0,3182.51,1051.57,2130.94,171.56,17.2,10,12/4/2017,10,151,3099712,TX,76008-6404,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,General Other,NULL,12/14/2017,NULL,0
0,7A61ECC6-5842-401D-9B8B-972D8159CF38,2/15/2017,0,33.6,0,3886.05,777.21,3108.84,250.36,17.2,10,12/14/2017,10,152,3100657,TX,77092-7221,TX,655.04,NULL,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3/17/2016,1,3/17/2016,1,3/17/2016,Real Estate,Real Estate,A,12/27/2017,NULL,0
0,CC9B2BCA-5BAB-4397-AC7A-8C25E509A180,2/15/2017,0,0,0,499,237.25,261.75,20.22,18.2,9,11/1/2017,9,153,3115915,TX,77840-2942,TX,0,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2/28/2017,1,2/28/2017,1,2/28/2017,Real Estate,Real Estate,,NULL,NULL,0
1,481DE8CA-5AC3-45B4-A123-820020D6B887,2/17/2017,15,16.1,0,4195,1215.62,2979.38,239.92,17.2,10,12/17/2017,6,154,3039663,LA,71106-9346,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,3/15/2013,Services,General Other,NULL,9/22/2017,NULL,0
0,41A2D4A8-5447-43DC-BA97-C96E102D2ED2,2/21/2017,0,0,0,12331.5,2488.76,9842.74,433.66,9.5,10,12/6/2017,10,155,3099710,TX,78577-8834,TX,1051.01,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Personal DBA,B,NULL,NULL,0
0,33CC7EA1-7568-4325-BE61-D8F4C8EBF177,2/28/2017,0,188.08,0,6251.7,1900.42,4351.28,350.32,17.2,10,12/24/2017,10,156,3117178,TX,75077,TX,0,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,4/17/2017,1,4/18/2017,Real Estate,Finance,NULL,1/3/2018,NULL,0
0,565D9BC0-619A-493B-9F8F-976F1B08C229,3/6/2017,0,0,0,2194.51,609.41,1585.1,140.6,18.91,10,12/19/2017,10,157,3117488,TX,77022-5755,TX,15.25,NULL,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3/18/2017,1,3/18/2017,1,3/20/2017,General,General Other,,NULL,NULL,0
0,72FDE5B7-54D7-49E9-AFD9-DF52FE077BB7,3/7/2017,0,13.98,0,13495,2911.28,10583.72,618.24,11.5,11,2/4/2018,5,158,3101041,TX,77384,TX,942.63,NULL,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,8/1/2017,1,4/4/2017,Mining,Oil,A,9/28/2017,NULL,0
0,CCA3B89D-D024-4F6B-9610-2F409F9C8AF4,3/8/2017,0,0,0,3727.51,1119.38,2608.13,209.97,17.2,10,12/24/2017,10,159,3117630,TX,75154,TX,0,NULL,2,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Technical Assortment,NULL,9/5/2017,NULL,0
0,6CF121DC-CA97-44B2-B378-4571A177083E,3/8/2017,0,0,0,2054.85,679,1375.85,96.05,14.95,10,1/13/2018,10,160,3117641,TX,77401-5622,TX,68.76,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,,4/24/2017,NULL,0
0,12592980-605D-4402-9F06-62FE1233D8D7,3/8/2017,0,141.04,0,4451.25,1187.81,3263.44,262.76,17.2,10,1/6/2018,10,161,3117643,NY,10803-1204,TX,0,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Technical Assortment,,1/11/2018,NULL,0
0,1EBC0607-8467-474E-AADA-E8A523B06C0C,3/10/2017,0,0,0,1237.95,309.49,928.46,79.24,18.2,10,1/29/2018,10,162,3066847,TX,76569-3754,TX,7.54,NULL,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,7/27/2015,Construction,General Construction,A,NULL,NULL,0
1,C7F982FC-42C3-456C-B654-99E4779CE584,3/15/2017,0,0,0,8536.4,1929.86,6606.54,334.71,12,9,12/14/2017,0,163,3117963,TX,78566,TX,1135.75,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Personal DBA,,4/24/2017,NULL,0
0,6E3F8D75-8B8A-4C4A-9FFA-79EDDC9CB20D,3/21/2017,0,0,0,3415.75,928.72,2487.03,178.95,16.95,9,12/20/2017,0,164,3082989,TX,78521-3575,TX,255.86,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,1/28/2015,Construction,General Other,,NULL,NULL,0
0,46A65752-7BC7-446A-853F-D9E6AC6F2B52,3/23/2017,0,432.96,0,13136.75,2896,10240.75,583.25,12.24,10,1/17/2018,10,165,3118360,TX,76133-3303,TX,525.86,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,7/20/2017,0,NULL,1,7/20/2017,Transportation,General Transportation,,1/29/2018,NULL,0
0,59C967A6-2BC5-4FC3-8830-7ED04FA7C5E7,3/23/2017,0,0,0,2485.35,752.59,1732.76,141.54,17.45,10,1/27/2018,10,166,3118412,TX,77657,TX,0,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,5/4/2017,0,NULL,1,5/4/2017,Construction,General Construction,NULL,NULL,NULL,0
0,50BEDDFA-F264-4A51-A548-3201F65AAB24,3/23/2017,0,0,0,1916.25,647.81,1268.44,109.76,18.45,10,1/23/2018,10,167,3118413,TX,77056-3899,TX,10.63,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,4/13/2017,1,4/13/2017,Real Estate,Finance,,NULL,NULL,0
1,D7FC7C99-544B-4AD2-B61E-2F73D517CBE8,3/24/2017,0,4.81,0,1485.76,418.55,1067.21,120.93,25.849,10,1/20/2018,7,168,3118425,TX,77433,TX,53.58,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,4/19/2017,1,4/19/2017,Services,Cleaning Services,,11/30/2017,NULL,0
0,0A8F83BE-0F4F-48EA-805F-4763BE140246,3/24/2017,0,0,0,10644.75,2661.19,7983.56,329.24,8.899,10,1/10/2018,10,169,3118474,OK,74743-4051,TX,-11.44,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,,NULL,NULL,0
0,E1A5CBC2-3EE8-4D37-941F-8F4394467CD1,3/29/2017,0,0,0,9267.7,2316.92,6950.78,386.32,11.949,10,1/20/2018,10,170,3118696,TX,75159-2234,TX,11.93,NULL,3,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Organization,B,NULL,NULL,0
0,F2AF84C5-9673-40D3-A340-A822B73E80F3,3/29/2017,0,0,0,12257,3064.25,9192.75,510.95,11.949,10,1/22/2018,10,171,3103016,TX,75180,TX,15.78,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Organization,,NULL,NULL,0
0,007AE048-9DA2-48F7-8951-4290601FDD81,4/4/2017,0,5,0,17532.23,9000,8532.23,401.97,10.15,10,2/4/2018,6,172,3119003,MT,59901,TX,0,NULL,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,5/18/2017,1,5/18/2017,1,5/18/2017,General,General Other,B,5/9/2017,NULL,0
0,AFF102C8-E886-4EE7-BF15-D0EB69E3E024,4/7/2017,0,41.62,0,10500,2625,7875,448.9,12.25,10,2/1/2018,10,173,3102677,TX,75701-3895,TX,0,NULL,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,6/6/2017,1,6/6/2017,Real Estate,Finance,NULL,7/11/2017,NULL,0
1,578FE1B2-68EF-4BA7-A1FD-52536F3ECC48,4/20/2017,0,0,0,1750.6,595.18,1155.42,90.42,18.45,3,12/12/2017,0,174,3119777,NJ,7503,TX,28.06,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,General Other,,6/22/2017,NULL,0
0,61B3C352-BAF8-4389-852F-ABF868BC4196,4/20/2017,0,6.17,0,693,337.2,355.8,14.31,23.95,3,7/17/2017,1,175,3119705,PA,19020,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Personal DBA,,6/22/2017,NULL,0
0,EB9DA500-6A52-462E-ACCE-C8E22636BDB9,4/26/2017,0,0,0,17153,4288.25,12864.75,715.05,11.949,10,2/19/2018,10,176,3120018,TX,79103,TX,16.19,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,,NULL,NULL,0
1,4DE02843-1FF7-4899-9DA6-C9A7CEE84EBC,4/27/2017,0,31.86,0,10453,5000,5453,282.07,12.25,9,1/27/2018,4,177,3120111,NC,28227,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,5/30/2017,Construction,General Construction,NULL,10/2/2017,NULL,0
0,3D1CFA04-6F27-4754-AEBA-BEB8FEDCB763,5/5/2017,0,0,0,22772,5693,17079,969.5,12.2,10,3/1/2018,6,178,3107554,TX,75069,TX,0,NULL,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,NULL,NULL,NULL,0
0,7596C565-F98F-4F22-8F99-2D16555ADEFC,5/17/2017,0,11.5,0,3234.8,1108.7,2126.1,173.7,17.45,10,3/15/2018,7,179,3121102,AZ,85213-2922,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,General Other,C,6/20/2017,NULL,0
0,3EABE869-42B0-4605-8572-257B77A32E0B,5/17/2017,0,0,0,1654.8,413.7,1241.1,107.4,18.45,10,3/15/2018,10,180,3121103,TX,76541,TX,0,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,6/13/2017,0,NULL,1,6/14/2017,General,General Other,NULL,NULL,NULL,0
0,4E3C95CD-6A6A-4875-80FA-EEA9F914C8B0,5/25/2017,0,45.93,0,4350.15,1368.79,2981.36,243.64,17.45,10,3/16/2018,10,181,3121522,TX,77726-7466,TX,0,NULL,NS,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Organization,C,3/26/2018,NULL,0
0,CB3FEA7B-C613-41E0-893C-E43D0670F944,5/26/2017,0,0,0,6241,1657.75,4583.25,319.85,14.95,10,3/23/2018,10,182,3121619,NJ,07470-4842,TX,40.37,NULL,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,General Blended,B,10/3/2017,NULL,0
0,ACC064D3-DD9D-4777-A66D-266B908F7A41,6/1/2017,0,434.28,0,25097.5,4500,20597.5,1115.8,11.65,10,2/23/2018,10,183,3121832,TX,78238,TX,1473.2,NULL,3,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,9/14/2017,0,NULL,1,9/15/2017,Real Estate,Real Estate,A,3/5/2018,NULL,0
0,B1633261-6DCE-4D81-BE84-2E845A07D3A1,6/13/2017,0,0,0,13734.4,3433.6,10300.8,572.6,11.951,10,3/30/2018,10,184,3122371,OK,73507-2201,TX,17.71,NULL,3,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Services,General Services,C,7/5/2017,NULL,0
0,22CF8122-FABD-4E29-BDE8-710544C1642B,6/15/2017,0,0,0,3431.25,1019.53,2411.72,215.52,17.45,11,5/23/2018,11,185,3051301,TX,77479,TX,0,NULL,5,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Services,General Other,B,NULL,NULL,0
0,5168B26B-5224-46D3-AF8E-64A2B5F4670F,6/15/2017,0,0,0,3018.71,803.74,2214.97,181.03,17.45,10,4/10/2018,10,186,3122537,TX,76084,TX,111.03,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Transportation,General Transportation,C,NULL,NULL,0
0,585D44C3-75A9-4DF6-B490-C5D1DA03B413,6/22/2017,0,0,0,52182.5,8592.38,43590.12,2022.78,10,10,4/21/2018,10,187,3122857,TX,77045-6312,TX,7460.27,NULL,2,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Transportation,Trucking,,NULL,NULL,0
0,9D59BC33-3AF7-44A7-9C35-36E4CBC776D7,6/26/2017,0,30.16,0,7824.04,2068.51,5755.53,276.57,10.35,10,4/26/2018,10,188,3123034,VA,23462,TX,0,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,7/24/2017,1,7/24/2017,1,7/24/2017,Services,General Services,C,2/2/2018,NULL,0
0,547CD9F9-D7F2-4968-8799-54EF443953F6,6/26/2017,0,262.36,0,38838.02,11565.57,27272.45,1586.05,11.45,11,5/23/2018,11,189,3026364,TX,76050-2401,TX,0,NULL,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Construction,Builder,B,11/2/2017,NULL,0
1,DFB531FD-EE90-4CA2-9A3A-9FA85A1171B5,6/26/2017,0,125.39,0,31500,7875,23625,1452.3,13.196,10,4/12/2018,3,190,3106415,TX,75237,TX,59.12,NULL,4,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,7/21/2016,1,7/21/2016,1,7/21/2016,Real Estate,Real Estate,B,10/23/2017,NULL,0
0,FEEF8663-661F-4767-A71E-2B80BE858DAF,6/27/2017,0,59.15,0,3148.95,937.24,2211.71,154.39,14.95,10,3/12/2018,10,191,3093849,TX,77429,TX,10.6,NULL,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,11/21/2016,1,11/21/2016,1,11/21/2016,General,General Other,C,3/22/2018,NULL,0
0,DE4029E6-25EB-46AD-A597-C46039C5B576,6/27/2017,0,0,0,13144.25,5396.79,7747.46,461.49,12.5,11,5/5/2018,11,192,3019763,TX,77474-4363,TX,543.49,NULL,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Organization,A,10/16/2017,NULL,0
0,CB2EF286-2709-4429-AE46-BDFADF36C8CE,7/10/2017,0,0,0,27510,5223.75,22286.25,1240.81,12.45,10,5/26/2018,10,193,3106162,TX,76135-4363,TX,1214.75,NULL,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,8/1/2018,1,8/1/2018,1,8/1/2018,General,General Other,A,NULL,NULL,0
0,45CE4D9E-498C-4192-95C8-BC1055BFF4DC,7/10/2017,0,0,0,6411.8,1131.17,5280.63,335.97,13.65,10,5/8/2018,10,194,3123651,TX,79930,TX,787.66,NULL,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,8/3/2017,1,8/3/2017,Services,General Services,C,NULL,NULL,0
0,4BED2C2D-8822-46AA-B3FB-8827824241A0,7/14/2017,0,9.57,0,2823.45,893.37,1930.08,174.99,17.7,11,6/12/2018,11,195,3046354,TX,78251-2801,TX,0,NULL,2,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Retail Trade,Restaurant/Catering,B,8/22/2017,NULL,0
0,BFA78F6B-0ED0-46F1-AF40-73122927EA5C,7/17/2017,0,77.87,0,19500,4875,14625,949.4,13.923,10,5/4/2018,10,196,3124003,OK,74361-3235,TX,86.2,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,C,12/11/2017,NULL,0
0,B6A49A8B-630B-4597-8404-0D6A1327D71B,7/25/2017,0,0,0,9954,877.59,9076.41,577.08,12.5,11,5/26/2018,11,197,3124427,TX,75077,TX,1610.91,NULL,NS,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,8/29/2017,1,8/29/2017,1,8/29/2017,Real Estate,Real Estate,,NULL,NULL,0
0,72F03F04-8B31-498B-80D0-80D59EAF6F07,7/25/2017,0,51.66,0,12672.08,2814.42,9857.66,473.64,10.35,10,5/20/2018,10,198,3099757,CA,92804,TX,0,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,10/19/2017,1,10/19/2017,1,8/21/2017,Transportation,General Transportation,C,1/30/2018,NULL,0
0,093C4602-40A3-4F2D-8DDC-5D6B93658B1C,7/26/2017,0,4.78,0,1320.91,442.73,878.18,77.02,18.7,10,4/4/2018,10,199,3124517,TX,75006-3627,TX,6.99,NULL,2,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,8/18/2017,0,NULL,1,8/18/2017,Real Estate,Real Estate,C,8/14/2017,NULL,0
0,1B89611F-E2F9-4941-A032-8208BF5A4C36,7/31/2017,0,0,0,624,93.6,530.4,46.5,18.7,10,5/28/2018,10,200,3071874,AR,71603-5538,TX,118.65,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,8/29/2017,1,4/27/2018,0,NULL,Retail Trade,Restaurant/Catering,C,NULL,NULL,0
0,9ED3A1FB-D5BB-4F81-8F1C-266FAF473EA4,8/1/2017,0,451.98,0,12600,3150,9450,594.5,13.5,10,6/18/2018,10,201,3108385,AZ,85262-8133,TX,31.33,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,4/18/2017,1,4/18/2017,General,General Other,C,6/25/2018,NULL,0
0,E650CB7A-528E-4534-9AB3-AA31D6269CD8,8/8/2017,0,0,0,9890.22,1996.93,7893.29,459.21,12.5,10,5/25/2018,10,202,3107154,TX,77536-3634,TX,835.76,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,8/28/2017,General,Personal DBA,D,NULL,NULL,0
0,B69C250D-8533-4184-AA1B-EF3A3950372F,8/17/2017,0,0,0,15436,4102.75,11333.25,631.55,11.98,10,6/16/2018,10,203,3125548,OK,73108-2067,TX,19.82,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,NULL,NULL,NULL,0
0,24742D58-1CA5-4AD8-A32A-3D0D946F5808,8/24/2017,0,8.66,0,2330,582.5,1747.5,158.47,17.7,11,7/3/2018,11,204,3018863,TX,76053-5744,TX,0,NULL,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,10/11/2016,1,10/11/2016,Real Estate,General Fin/Ins/Real,B,9/13/2017,NULL,0
0,6235DB6E-A088-41A6-B1D0-86B81D6FC8FE,8/31/2017,0,34.42,0,4474.62,1296.64,3177.98,263.52,17.7,10,6/25/2018,7,205,3075775,NM,88030-1659,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2/16/2015,0,NULL,1,2/16/2015,General,General Other,C,12/5/2017,NULL,0
0,46360009-0271-415A-964B-154246BAA006,9/11/2017,0,0,0,1614,864,750,65.8,18.7,10,6/15/2018,10,206,3055596,TX,78063,TX,0,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,9/13/2013,1,9/14/2015,1,9/13/2013,Services,Professional Services,C,NULL,NULL,0
0,A7F7200B-468F-4D5A-8995-784F91B65F74,9/12/2017,0,30.6,0,1992,867,1125,98.7,18.7,10,6/18/2018,10,207,3126639,TX,76063-1847,TX,0,NULL,NS,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,9/25/2017,1,9/25/2017,1,9/25/2017,Services,Professional Services,C,4/30/2018,NULL,0
0,E2E80959-30E2-465E-B703-6CA426E27516,9/12/2017,0,1010.45,0,51730.51,13045.13,38685.38,1731.62,9.65,10,6/25/2018,10,208,3126672,KY,41339,TX,0,NULL,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,10/22/2017,1,10/22/2017,1,10/23/2017,Services,General Services,NULL,4/30/2018,NULL,0
0,6EA0AB9B-7C36-4092-8D0E-6681D87EA577,9/18/2017,0,0,0,19533.54,5331.88,14201.66,500.6,9.95,10,7/7/2018,10,209,3126936,TX,78521,TX,1279.61,NULL,5,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,7/11/2018,1,7/11/2018,1,7/11/2018,Transportation,Trucking,NULL,NULL,NULL,0
0,05BEEF76-DBAC-4CA5-8C49-067EC11F5DA5,9/27/2017,0,0,0,5932.51,1595.63,4336.88,359.52,17.7,10,7/15/2018,10,210,3127436,TX,77079,TX,0,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,General Other,C,NULL,NULL,0
0,178137E3-5EDF-4187-A607-81EE7A92ADFB,9/27/2017,0,6.08,0,929.25,371.06,558.19,48.91,18.7,10,7/27/2018,10,211,3127441,TX,75134,TX,3.62,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Services,General Services,NULL,12/7/2017,NULL,0
0,E655177B-64E0-421F-8E24-BF5CCA43774F,9/29/2017,0,101.76,0,4531,1109.42,3421.58,310.17,17.7,11,8/13/2018,11,212,3127591,AR,71854-0606,TX,275.45,NULL,3,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,10/22/2017,0,NULL,0,NULL,General,Personal DBA,B,8/20/2018,NULL,0
0,5BFFD33A-75F1-4040-9D04-918603737008,10/3/2017,0,8.22,0,1489,664,825,79.09,18.7,11,8/11/2018,11,213,3127692,TX,77511,TX,0,NULL,2,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Retail Trade,Restaurant/Catering,B,11/21/2017,NULL,0
0,ED26095F-D49E-4715-BF92-D9AC14D08693,10/5/2017,0,0,0,19808.6,5514.66,14293.94,908.06,12.49,11,8/27/2018,11,214,3127872,TX,75006-3627,TX,1120.03,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,General Fin/Ins/Real,B,NULL,NULL,0
0,A502D1EF-B51D-4197-8D4D-0471CBF7EB7F,10/10/2017,0,12.47,0,3468.55,1157.67,2310.88,183.32,16.95,10,8/3/2018,10,215,3128042,TX,75057,TX,9.05,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1/3/2018,0,NULL,1,1/3/2018,Transportation,General Other,C,8/13/2018,NULL,0
0,633B19DA-C45B-472D-BD68-1A9C6F265E48,10/12/2017,0,5.94,0,1955.01,863.75,1091.26,95.74,18.7,10,8/12/2018,10,216,3128207,WY,82420-0301,TX,0,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,10/20/2017,1,10/20/2017,1,10/23/2017,General,General Other,C,8/17/2018,NULL,0
1,1CC90800-31DC-424A-B9E0-3105F33C7293,10/17/2017,0,4.08,0,661,286,375,32.9,18.7,10,7/22/2018,7,217,3128382,TX,78218-5231,TX,0,NULL,5,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Services,Church,C,6/1/2018,NULL,0
0,1AF63569-703F-4D08-9183-DDE686BCDA8F,10/19/2017,0,0,0,14970,3744,11226,713.18,12.49,11,9/14/2018,11,218,3078050,TX,79407-7858,TX,935.9,NULL,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,1/29/2015,0,NULL,Real Estate,Real Estate,A,NULL,NULL,0
0,456C0EA6-41AF-48F4-A486-D889EA8F2711,10/19/2017,0,11.94,0,1011.25,302.25,709,86.6,25.825,10,8/13/2018,3,219,3128508,LA,71295-6149,TX,44.31,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,12/19/2017,0,NULL,0,NULL,Services,General Services,C,1/18/2018,NULL,0
0,9DEA0AD7-DE20-4D13-B87A-DDA61FB2D818,10/25/2017,0,0,0,1190.3,365.08,825.22,72.38,18.7,10,8/18/2018,10,220,3112246,NV,89052-3149,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,12/12/2016,0,NULL,1,12/12/2016,General,General Other,C,NULL,NULL,0
0,7B2345A9-1594-4CDB-9F1A-7AAAB685680D,10/30/2017,15,36.22,0,9022.72,2295.47,6727.25,516.95,16.43,10,8/14/2018,10,221,3112381,OK,74129-3007,TX,23.36,NULL,3,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,B,11/20/2017,NULL,0
0,5E552E5A-7DED-43B0-8BE7-FF7AF7BED41A,11/1/2017,0,22.4,0,1500,375,1125,107.88,18.7,11,9/27/2018,11,222,3078161,AR,72019-2400,TX,95.37,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,12/7/2018,General,Organization,D,3/5/2018,NULL,0
0,7B173CF9-E73E-4A87-B5BC-66BD506578C8,11/6/2017,0,0,0,4678,1423.75,3254.25,269.75,17.7,10,9/1/2018,10,223,3095915,CA,91711-1090,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,General Other,C,NULL,NULL,0
0,03DD8A36-AC06-45D1-8D9E-A49DAE9A6966,11/6/2017,0,2.04,0,891,516,375,32.9,18.7,10,8/10/2018,0,224,3129284,TX,77401-3910,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,General Other,C,11/20/2017,NULL,0
0,86B87BF9-EAB3-421B-8EB7-00BB73A9B461,12/7/2017,0,0,0,14677.35,3669.34,11008.01,510.79,10,10,9/12/2018,10,225,3113366,AR,72653-3317,TX,-59.62,NULL,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,12/8/2017,1,1/25/2017,1,12/8/2017,Services,General Services,B,NULL,NULL,0
1,08E35249-E53E-472D-8BF4-94EBA3F47278,12/6/2017,30,127.29,0,10600,2650,7950,535.7,14.443,10,9/13/2018,4,226,3130570,OK,74135,TX,-20.24,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Finance,C,4/18/2018,NULL,0
